inventario_id,cliente_id,cliente_nombre,tipo_equipo,marca,modelo,fecha_lectura,horometro_h,ubicacion
EQP-0041,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-12-01T00:00:00Z,2638,Taller 2 - Río Grande
EQP-0057,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-02-01T00:00:00Z,2650,Obra 5 - Tolhuin
EQP-0020,CLI-028,Cliente 028,Motor Cummins,Cummins,QSB 4.5,2024-02-01T00:00:00Z,982,Depósito 3 - Río Grande
EQP-0051,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-10-01T00:00:00Z,393,Planta 2 - Ushuaia
EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-05-01T00:00:00Z,1285,Oficina 1 - Ushuaia
EQP-0095,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-06-01T00:00:00Z,512,Taller 2 - Río Grande
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-12-01T00:00:00Z,3527,Depósito 2 - Ushuaia
EQP-0068,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2022-11-01T00:00:00Z,1000,Oficina 3 - Río Grande
EQP-0083,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-10-01T00:00:00Z,744,Planta 5 - Río Grande
EQP-0030,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2025-05-01T00:00:00Z,2914,Taller 4 - Ushuaia
EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2023-04-01T00:00:00Z,1035,Taller 5 - Río Grande
EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-12-01T00:00:00Z,4011,Sucursal 4 - Ushuaia
EQP-0078,CLI-005,Cliente 005,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-01-01T00:00:00Z,581,Planta 3 - Tolhuin
EQP-0089,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2025-08-01T00:00:00Z,-3777,Taller 3 - Tolhuin
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-06-01T00:00:00Z,3084,Oficina 1 - Ushuaia
EQP-0013,CLI-036,Cliente 036,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-03-01T00:00:00Z,63291,Oficina 1 - Río Grande
EQP-0006,CLI-036,Cliente 036,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-04-01T00:00:00Z,-116967,Planta 1 - Río Grande
EQP-0089,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2024-03-01T00:00:00Z,150,Taller 3 - Tolhuin
EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2025-01-01T00:00:00Z,2680,Oficina 2 - Río Grande
EQP-0063,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-02-01T00:00:00Z,3003,Sucursal 4 - Tolhuin
EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-11-01T00:00:00Z,-94211,Taller 5 - Río Grande
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-08-01T00:00:00Z,2993,Sucursal 4 - Tolhuin
EQP-0098,CLI-039,Cliente 039,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-12-01T00:00:00Z,1092,Sucursal 3 - Tolhuin
EQP-0089,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2025-02-01T00:00:00Z,2149,Taller 3 - Tolhuin
EQP-0099,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-03-01T00:00:00Z,-89967,Depósito 4 - Ushuaia
EQP-0026,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-08-01T00:00:00Z,49979,Taller 4 - Río Grande
EQP-0033,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2022-09-01T00:00:00Z,391,Taller 5 - Tolhuin
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-10-01T00:00:00Z,3220,Sucursal 4 - Tolhuin
EQP-0095,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-01-01T00:00:00Z,1089,Taller 2 - Tolhuin
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-03-01T00:00:00Z,1254,Obra 5 - Ushuaia
EQP-0027,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-06-01T00:00:00Z,1198,Depósito 5 - Tolhuin
EQP-0044,CLI-017,Cliente 017,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-06-01T00:00:00Z,4182,Taller 5 - Río Grande
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-09-01T00:00:00Z,2327,Oficina 5 - Tolhuin
EQP-0060,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-08-01T00:00:00Z,110033,Obra 3 - Río Grande
EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2022-03-01T00:00:00Z,236,Oficina 2 - Tolhuin
EQP-0033,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-03-01T00:00:00Z,1388,Taller 5 - Río Grande
EQP-0028,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2023-01-01T00:00:00Z,67,Planta 5 - Tolhuin
EQP-0044,CLI-017,Cliente 017,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-10-01T00:00:00Z,4751,Taller 5 - Río Grande
EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-10-01T00:00:00Z,610,Taller 5 - Tolhuin
EQP-0061,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2024-01-04T00:00:00Z,226,Planta 2 - Ushuaia
EQP-0067,CLI-005,Cliente 005,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-04-01T00:00:00Z,483,Sucursal 3 - Río Grande
EQP-0034,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-07-01T00:00:00Z,1991,Obra 1 - Río Grande
EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-11-01T00:00:00Z,510,Sucursal 3 - Río Grande
EQP-0008,CLI-023,Cliente 023,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-03-01T00:00:00Z,4074,Sucursal 4 - Río Grande
EQP-0096,CLI-048,Cliente 048,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-03-01T00:00:00Z,668,Planta 5 - Río Grande
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-01-10T00:00:00Z,2115,Sucursal 4 - Tolhuin
EQP-0028,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2023-09-01T00:00:00Z,1202,Planta 5 - Tolhuin
EQP-0010,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 6.7,2025-09-01T00:00:00Z,215,Taller 4 - Ushuaia
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2022-09-01T00:00:00Z,706,Planta 3 - Tolhuin
EQP-0040,CLI-038,Cliente 038,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-02-01T00:00:00Z,284,Sucursal 1 - Tolhuin
EQP-0013,CLI-036,Cliente 036,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-10-01T00:00:00Z,1246,Oficina 1 - Río Grande
EQP-0052,CLI-016,Cliente 016,Motor Cummins,Cummins,QSB 4.5,2024-12-01T00:00:00Z,251,Oficina 1 - Río Grande
EQP-0100,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-03-01T00:00:00Z,1493,Planta 2 - Río Grande
EQP-0018,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-10-01T00:00:00Z,716,Obra 3 - Tolhuin
EQP-0003,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-09-01T00:00:00Z,1181,Obra 1 - Tolhuin
EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2024-04-01T00:00:00Z,309,Planta 4 - Ushuaia
EQP-0068,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2025-08-01T00:00:00Z,3594,Oficina 3 - Tolhuin
EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-09-01T00:00:00Z,726,Oficina 1 - Tolhuin
EQP-0028,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2025-08-01T00:00:00Z,2577,Planta 5 - Ushuaia
EQP-0020,CLI-028,Cliente 028,Motor Cummins,Cummins,QSB 4.5,2022-11-01T00:00:00Z,441,Depósito 3 - Tolhuin
EQP-0020,CLI-028,Cliente 028,Motor Cummins,Cummins,QSB 4.5,2025-03-01T00:00:00Z,102221,Depósito 3 - Ushuaia
EQP-0018,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-05-01T00:00:00Z,2140,Obra 3 - Tolhuin
EQP-0031,CLI-049,Cliente 049,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2024-11-01T00:00:00Z,993,Oficina 3 - Río Grande
EQP-0044,CLI-017,Cliente 017,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-09-01T00:00:00Z,4640,Taller 5 - Río Grande
EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2023-01-07T00:00:00Z,1723,Obra 3 - Río Grande
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2022-04-01T00:00:00Z,-85193,Oficina 5 - Río Grande
EQP-0067,CLI-005,Cliente 005,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-05-01T00:00:00Z,1808,Sucursal 3 - Río Grande
EQP-0055,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-05-01T00:00:00Z,135,Planta 1 - Tolhuin
EQP-0025,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-09-01T00:00:00Z,288,Oficina 4 - Tolhuin
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-08-01T00:00:00Z,616,Oficina 1 - Ushuaia
EQP-0100,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-05-01T00:00:00Z,165,Planta 2 - Río Grande
EQP-0002,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2024-03-01T00:00:00Z,2461,Sucursal 4 - Tolhuin
EQP-0049,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2024-11-01T00:00:00Z,51,Sucursal 5 - Río Grande
EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-03-01T00:00:00Z,480,Taller 1 - Río Grande
EQP-0083,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-04-01T00:00:00Z,1311,Planta 5 - Tolhuin
EQP-0084,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-04-01T00:00:00Z,2728,Oficina 3 - Río Grande
EQP-0062,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-07-01T00:00:00Z,649,Obra 1 - Río Grande
EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-07-01T00:00:00Z,723,Oficina 5 - Río Grande
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-10-01T00:00:00Z,4636,Depósito 2 - Ushuaia
EQP-0003,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-04-01T00:00:00Z,899,Taller 3 - Río Grande
EQP-0033,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2022-11-01T00:00:00Z,446,Taller 5 - Río Grande
EQP-0005,CLI-001,Cliente 001,Motor Cummins,Cummins,QSB 6.7,2024-11-01T00:00:00Z,304,Oficina 2 - Tolhuin
EQP-0044,CLI-017,Cliente 017,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-08-01T00:00:00Z,998,Taller 5 - Río Grande
EQP-0079,CLI-014,Cliente 014,Motor Cummins,Cummins,QSB 6.7,2024-11-01T00:00:00Z,379,Taller 2 - Río Grande
EQP-0074,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2025-05-01T00:00:00Z,4854,Oficina 2 - Ushuaia
EQP-0078,CLI-005,Cliente 005,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-04-01T00:00:00Z,65,Planta 3 - Ushuaia
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2022-06-01T00:00:00Z,517,Planta 3 - Río Grande
EQP-0020,CLI-028,Cliente 028,Motor Cummins,Cummins,QSB 4.5,2024-06-01T00:00:00Z,1102,Depósito 3 - Ushuaia
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-12-01T00:00:00Z,1251,Depósito 2 - Tolhuin
EQP-0062,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2025-04-01T00:00:00Z,2421,Obra 1 - Río Grande
EQP-0089,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2023-11-01T00:00:00Z,1269,Taller 3 - Tolhuin
EQP-0035,CLI-026,Cliente 026,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2025-05-01T00:00:00Z,620,Oficina 3 - Río Grande
EQP-0078,CLI-005,Cliente 005,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-10-01T00:00:00Z,838,Planta 3 - Tolhuin
EQP-0005,CLI-001,Cliente 001,Motor Cummins,Cummins,QSB 6.7,2025-08-01T00:00:00Z,610,Oficina 2 - Tolhuin
EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-06-01T00:00:00Z,1334,Oficina 1 - Tolhuin
EQP-0017,CLI-049,Cliente 049,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-11-01T00:00:00Z,71,Sucursal 2 - Ushuaia
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-08-01T00:00:00Z,1380,Planta 3 - Ushuaia
EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2023-10-01T00:00:00Z,133,Planta 4 - Tolhuin
EQP-0043,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 4.5,2022-02-01T00:00:00Z,160,Depósito 3 - Río Grande
EQP-0084,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-12-01T00:00:00Z,64223,Oficina 3 - Río Grande
EQP-0086,CLI-014,Cliente 014,Motor Cummins,Cummins,QSB 6.7,2024-08-01T00:00:00Z,253,Planta 4 - Río Grande
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-04-01T00:00:00Z,291,Oficina 1 - Ushuaia
EQP-0032,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-10-01T00:00:00Z,45338,Planta 3 - Ushuaia
EQP-0006,CLI-036,Cliente 036,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-05-01T00:00:00Z,74,Planta 1 - Río Grande
EQP-0084,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-08-01T00:00:00Z,186,Oficina 3 - Río Grande
EQP-0053,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-05-01T00:00:00Z,1089,Oficina 2 - Río Grande
EQP-0017,CLI-049,Cliente 049,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-02-01T00:00:00Z,375,Sucursal 2 - Ushuaia
EQP-0073,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-08-01T00:00:00Z,187,Obra 4 - Río Grande
EQP-0082,CLI-001,Cliente 001,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-02-01T00:00:00Z,596,Planta 4 - Ushuaia
EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-11-01T00:00:00Z,1434,Taller 1 - Río Grande
EQP-0043,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 4.5,2025-04-01T00:00:00Z,3981,Depósito 3 - Río Grande
EQP-0084,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-11-01T00:00:00Z,108,Oficina 3 - Río Grande
EQP-0071,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 6.7,2024-09-01T00:00:00Z,188,Taller 5 - Ushuaia
EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-10-01T00:00:00Z,44453,Oficina 5 - Río Grande
EQP-0069,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-09-01T00:00:00Z,666,Depósito 5 - Ushuaia
EQP-0063,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-10-01T00:00:00Z,2588,Sucursal 4 - Tolhuin
EQP-0008,CLI-023,Cliente 023,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-01-01T00:00:00Z,5409,Sucursal 4 - Río Grande
EQP-0032,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-11-01T00:00:00Z,459,Planta 3 - Tolhuin
EQP-0074,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-05-01T00:00:00Z,2159,Oficina 2 - Ushuaia
EQP-0034,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-07-01T00:00:00Z,4838,Obra 1 - Río Grande
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-05-01T00:00:00Z,211,Planta 3 - Río Grande
EQP-0085,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-09-01T00:00:00Z,2126,Depósito 3 - Ushuaia
EQP-0030,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2023-02-01T00:00:00Z,256,Taller 4 - Río Grande
EQP-0084,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-03-01T00:00:00Z,283,Oficina 3 - Río Grande
EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2024-02-01T00:00:00Z,2040,Obra 2 - Ushuaia
EQP-0027,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-06-01T00:00:00Z,3178,Depósito 5 - Tolhuin
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-01-01T00:00:00Z,1024,Oficina 5 - Ushuaia
EQP-0056,CLI-011,Cliente 011,Motor Cummins,Cummins,QSB 6.7,2025-04-01T00:00:00Z,77576,Obra 2 - Tolhuin
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-11-01T00:00:00Z,2360,Depósito 2 - Río Grande
EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-01-01T00:00:00Z,2840,Oficina 1 - Ushuaia
EQP-0043,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 4.5,2025-06-01T00:00:00Z,4249,Depósito 3 - Río Grande
EQP-0027,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-01-08T00:00:00Z,1411,Depósito 5 - Tolhuin
EQP-0063,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-10-01T00:00:00Z,3718,Sucursal 4 - Tolhuin
EQP-0017,CLI-049,Cliente 049,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-07-01T00:00:00Z,603,Sucursal 2 - Ushuaia
EQP-0060,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-07-01T00:00:00Z,845,Obra 3 - Ushuaia
EQP-0086,CLI-014,Cliente 014,Motor Cummins,Cummins,QSB 6.7,2024-07-01T00:00:00Z,204,Planta 4 - Río Grande
EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2023-11-01T00:00:00Z,1606,Oficina 2 - Río Grande
EQP-0028,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2025-08-01T00:00:00Z,2577,Planta 5 - Ushuaia
EQP-0023,CLI-041,Cliente 041,Motor Cummins,Cummins,QSB 4.5,2025-04-01T00:00:00Z,112,Planta 5 - Ushuaia
EQP-0078,CLI-005,Cliente 005,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2024-07-01T00:00:00Z,361,Oficina 1 - Ushuaia
EQP-0062,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-05-01T00:00:00Z,534,Obra 1 - Tolhuin
EQP-0043,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 4.5,2024-10-01T00:00:00Z,3400,Depósito 3 - Río Grande
EQP-0092,CLI-026,Cliente 026,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2025-04-01T00:00:00Z,1134,Planta 2 - Tolhuin
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2024-02-01T00:00:00Z,1496,Depósito 4 - Ushuaia
EQP-0052,CLI-016,Cliente 016,Motor Cummins,Cummins,QSB 4.5,2025-01-01T00:00:00Z,294,Planta 1 - Río Grande
EQP-0082,CLI-001,Cliente 001,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-06-01T00:00:00Z,97464,Planta 4 - Ushuaia
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2025-09-01T00:00:00Z,3065,Oficina 5 - Río Grande
EQP-0068,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2024-12-01T00:00:00Z,3017,Oficina 3 - Ushuaia
EQP-0100,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2024-05-01T00:00:00Z,-81699,Planta 2 - Río Grande
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-01-01T00:00:00Z,348,Sucursal 4 - Río Grande
EQP-0007,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 4.5,2023-01-04T00:00:00Z,1342,Taller 4 - Ushuaia
EQP-0082,CLI-001,Cliente 001,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-05-01T00:00:00Z,178,Planta 4 - Ushuaia
EQP-0004,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-07-01T00:00:00Z,682,Planta 4 - Río Grande
EQP-0034,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-12-01T00:00:00Z,4055,Obra 1 - Río Grande
EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2025-03-01T00:00:00Z,3011,Depósito 3 - Ushuaia
EQP-0036,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2025-04-01T00:00:00Z,395,Taller 2 - Tolhuin
EQP-0079,CLI-014,Cliente 014,Motor Cummins,Cummins,QSB 6.7,2025-09-01T00:00:00Z,805,Taller 2 - Río Grande
EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2023-06-01T00:00:00Z,1288,Oficina 2 - Ushuaia
EQP-0053,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2024-01-01T00:00:00Z,58,Oficina 2 - Ushuaia
EQP-0023,CLI-041,Cliente 041,Motor Cummins,Cummins,QSB 4.5,2025-05-01T00:00:00Z,1233,Planta 5 - Ushuaia
EQP-0084,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-11-01T00:00:00Z,3465,Oficina 3 - Río Grande
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-05-01T00:00:00Z,1597,Obra 5 - Tolhuin
EQP-0044,CLI-017,Cliente 017,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-12-01T00:00:00Z,109965,Taller 5 - Río Grande
EQP-0084,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-01-01T00:00:00Z,2369,Oficina 3 - Río Grande
EQP-0079,CLI-014,Cliente 014,Motor Cummins,Cummins,QSB 6.7,2025-03-01T00:00:00Z,54,Taller 2 - Ushuaia
EQP-0002,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2022-02-01T00:00:00Z,105198,Sucursal 4 - Tolhuin
EQP-0044,CLI-017,Cliente 017,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-02-01T00:00:00Z,1872,Taller 5 - Río Grande
EQP-0066,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-10-01T00:00:00Z,3274,Obra 5 - Ushuaia
EQP-0013,CLI-036,Cliente 036,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-05-01T00:00:00Z,45283,Oficina 1 - Tolhuin
EQP-0031,CLI-049,Cliente 049,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-05-01T00:00:00Z,1407,Oficina 3 - Río Grande
EQP-0074,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2022-05-01T00:00:00Z,757,Oficina 2 - Río Grande
EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2025-09-01T00:00:00Z,4061,Obra 3 - Río Grande
EQP-0010,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 6.7,2025-06-01T00:00:00Z,56381,Taller 4 - Tolhuin
